"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead, BQT = block quote text; BQN = name in a block quote; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","ADVERTISEMENT NUMBER","SCANNED TEXT"
259,4,10,"TXT",1,"0",0,"TRAVERSE CITY. Mich. |AP) - A judge in northern Michigan has taken an unusual approach in a divorce case, giving tfarse adolescent bi^s custody of their parents’ house whils the mother and father altar-nate month-long visits.	——"
260,4,10,"TXT",2,"0",0,"' Grand Traverse Cemnty Circuit Judge Charles M. Forster granted a divorce on Jan. 6 to Allan and Cheryl Church of Interlochen. a community of 4,000 peopfo 16 miles from IVaverae City. Iheir children—David. 15, Dcmakl, 13 and Dale, 11—remain at home, while th^ parents move in and out and pay the bills."
261,4,10,"TXT",3,"0",0,"Mrs. Church, a 37-3rear-old secretary who is spending'this month with the children, daacribed the judge’s settlamant as “a good third option for people who are getting a divorce.”"
262,4,10,"TXT",4,"0",0,"“'This way no one loses.” she said."
263,4,10,"TXT",5,"0",0,"The three children sD say they ars happy about the dedsiem."
264,4,10,"TXT",6,"0",0,"“When my dad tpld ms about it, I couldn’t believe it.” Dcmald said. “I thought my ma would get us. I’m glad one of the parents wasn’t left out.”"
265,4,10,"TXT",7,"0",0,"“The Idds love it.” said Church, a 42-3rear-old dectri-cian, who is spendhig this nxmth at his parents’ home after 17 years of marriage. “They (the children) don’t have to change schools or change friends, and they can come and visit ms after sclmoL”"
266,4,10,"TXT",8,"0",0,"The residence is a few doors away fnmi the home of ^ the father’s parents and only a mOe or so away from where the nwther’s parents live."
267,4,10,"TXT",9,"0",0,"Forster said his decision was “natural” because both parents testified that the other was a good parent and said the children loved each other."
268,4,0,"AT",0,"0",1,"Prices good throttgh 1/24/82"
269,4,0,"AT",0,"0",2,"BookstDie"
270,5,0,"PI",0,"0",0,"Mustant MIy Wediwwley, Jiwmy ao, 1M2"
271,5,0,"PI",0,"0",0,"PafaS"
272,5,11,"HL",0,"0",0,"Building of agriculture bridge begun"
273,5,11,"PH",0,"0",0,"Lark Carter, dean of the School of Agriculture smiles as he observes ground breaking ceremonies for the student designed bridge."
274,5,11,"BL",0,"0",0,"BY STEPHANIE WINN ' SMIWiNar"
275,5,11,"TXT",1,"0",0,"A tMm of four architecture and construction students, equipped with bronzed shovels and yellow hard hats, initiated construction of a pedestrian bridge 'niursday that will lead to the Erhalt Agriculture Building at ground breaking csrenxwiee."
276,5,11,"TXT",2,"0",0,"The pedestrian bridge, which will extend fimn Inner Perimeter Road to the second floor of the Agriculture BuikUng, was designed and planned by studaats. Akoady ^tproved by the university, the bridge will be funded by outside sources."
277,5,11,"TXT",3,"0",0,"Paul Dooley, chief architect and pro--Ject coordinator, said he is very ezdted about the i»oject, which has taken almost a year ami a half to finalize."
278,5,11,"TXT",4,"0",0,"The bridge should cut down traffic in the buUding’a stairway, aid handicapped students and provide an educationid evperisnce for at least 20 students,” said Dooley."
279,5,11,"TXT",5,"0",0,"The bridge should be completed sometime in May, according to Etooley. Not including labor costs, Dooley said the estimated costs of material and sot-vices are $15,000. Hm finished value of the {Hoject, including labor would be approximately $36,000."
280,5,11,"TXT",6,"0",0,"Dooley said designs for the bridge began as his senior project, but because of the enthusiasm s^wn for the project he was joined by others who wishsd to see the bridge plans carried through."
281,5,11,"TXT",7,"0",0,"Other meml^s of the planning team include Ralph Teysaier, chief engineer of the project, and Eric Dybevik and Joe Laidsinski, both construction majors. Along with the planning team, the 20 other students who participate in the project will enroll in a special project class and receive dective credits."
282,5,11,"TXT",8,"0",0,"Tlie project is a tremendous learning experience and provides students with an understanding of the whole i»t)oess"
283,5,11,"TXT",8,"0",0,"in the industry,"" said John Stuart, teculty adviser for the project."
284,5,11,"TXT",9,"0",0,"Along with Stuart, othar guest speakarsMd the ground breaking cer-msoniee ware Lark Carter, dean for the School of Agriculture and Natiual Resources, Doug Gerard, executive déan of fadHtiee planning, ’George Hasalain, dean of the School of Architecture and Environmental Design, Beth Currier, assistant coordinator for Diaabled Student Services on campus and Ra^ CouncU, iwesident of Disabled Students Unlimited. Invited"
285,5,11,"TXT",9,"0",0,"^leakers joined the four-man team by ^tcbj^ shovels and taking part in the ground breaking ceremonies."
286,5,11,"TXT",10,"0",0,"Dean Carter said during ceramoniee, ""It is a thing of aesthetic beauty and will enhance the whole area as emO as"
287,5,11,"TXT",10,"0",0,"the building itself."""
288,5,11,"TXT",11,"0",0,"from a wheelchair, Currier . the bridge will be a great help to handicapped students who at the present time must travel to the other side of the building in order to get to the second flomr.	,"
289,5,11,"TXT",11,"0",0,"^leaking said that thi"
290,5,11,"PH",0,"0",0,"A model of the bridge that will connect Inner Perimeter Road with the ae> cond floor of the Erhart Agriculture building. The bridge was designed and will be built by students."
291,5,12,"HL",0,"0",0,"Women's group rriaps strategy for final ERA battle"
292,5,12,"BL",0,"0",0,"BYCINDY"
293,5,12,"BL",0,"0",0,"BLANKENBURG"
294,5,12,"BL",0,"0",0,"MbN WvUsf"
295,5,12,"TXT",1,"0",0,"Although a recent Gallup* Poll showed Americana to be in favor of ths Equal Bights Admand-nwnt by a t-l margin, whan a rapraaantativo for the Nitlsnal Organiaatina for Woaaan aiappad in San Lnie OWape C mty, eaiy 23 paraoM at , aiii the talk."
296,5,12,"TXT",2,"0",0,"Ghmy Ftai, Pieaidant of the CaMfomia branch of NOW, gave an npdnU on the ERA at the Arroyo Grande Woman’s Community Center Wednesday, Jan. 13 as part of her ERA Mobilization Campaign. 1110 Mobilization Cam-padgn is to prove the ""ERA is not dea<L"" she said."
297,5,12,"TXT",3,"0",0,"Frat said the ERA has only six months to get"
298,5,12,"TXT",3,"0",0,"three more states to join the ratification effort."
299,5,12,"TXT",4,"0",0,"Thsre are 16 states that haven’t ratified the ERA. Of these 16, ei^t didn’t ratify the 19th Amendment until after 1960."
300,5,12,"TXT",5,"0",0,"According to Frat, ratification in Florida, Oklahoma, North Carolina and Virginia looks hopeful."
301,5,12,"TXT",6,"0",0,"In Florida, a state-wide rampatgn has been put into effect, said Frat. NOW has placed national offices up and'down the coast. Last time a vote was taken the ERA was defeated by two votes."
302,5,12,"TXT",7,"0",0,"This time, Frat said, NOW is taking a different campaign aiqiroach. She said Florida has a lot of retired persons. So the campaign is showing that retiml women receive only $3,000 a year for Social"
303,5,12,"TXT",7,"0",0,"Security benefits whereas the man reosivs $6,600. This strategy is causing the retired citizens to ban together, she said."
304,5,12,"TXT",8,"0",0,"NOW has also established two Hispanic offices where the literature being distributed is in Spanish."
305,5,12,"TXT",9,"0",0,"Florida looks the most positive, she said. *""niey will be voting on the issue very soon as the legislature is in session,’’ she said."
306,5,12,"TXT",10,"0",0,"Oklahoma held a test vote on Jan. 13, Frat said."
307,5,12,"TXT",11,"0",0,"We weren’t ready tor ths vote,” she said. The vote came out four short. The canqmign there will continue, she said. We should see another vote in a couple weeks,” she added."
308,5,12,"TXT",12,"0",0,"In Illinois. NOW is trying to test Um three-fifths rule that was established"
309,5,12,"TXT",12,"0",0,"for the approval of the ERA. She said that there has always been a majority approvaL but the ""problem hiw bean getting the three-fifths majority.”"
310,5,12,"TXT",13,"0",0,"Frat arid she is confident that North Carolina will ratify the amendment. The only problem she sees there is that the legislature doesn’t meet until June."
311,5,12,"TXT",14,"0",0,"Mississippi.” she said."
312,5,12,"TXT",14,"0",0,"is a lost cause but the campaign will continue there. They are just too conservative.”"
313,5,12,"TXT",15,"0",0,"Virginia ns the only state of the 16 that held elec-' tiods this year. Frat said she thinks this is a benefit. The elected Democratic lieutenant goverqor is the .deciding vote. Shé expects when the vote comes up in the next few weeks it will"
314,5,12,"TXT",15,"0",0,"be pro ERA."
315,5,12,"TXT",16,"0",0,"In California, money and support is being raised in an effort to persuade the legislatures of those 16 states to approve the amendment. Frat said California has raised the most money for thè NOW organization. Some of the money has gone to sending memore to unratified states."
316,0,0,"NA",0,"0",0,"y»"
317,0,0,"NA",0,"0",0,"Æ-"
318,0,0,"B",0,"0",0,
319,0,0,"B",0,"0",0,
320,0,0,"AT",0,"0",0,".c?'"
321,5,0,"AT",0,"0",3,"SONY"
322,0,0,"NA",0,"0",0,"VMMNnNWElO"
323,0,0,"B",0,"0",0,
324,5,0,"AT",0,"0",2,"EATI"
325,5,0,"AT",0,"0",2,"iTiT"
326,5,0,"AT",0,"0",2,"wru"
327,5,0,"AT",0,"0",2,"BRimiT TO YOU!"
328,0,0,"NA",0,"0",0,"ftUI"
329,5,0,"AT",0,"0",2,"(wc deliver)"
330,5,0,"AT",0,"0",2,"GUARANTEED 30 MIN. FREE DELIVERY 541-4090"
331,5,0,"AT",0,"0",2,"SUN.-THURS. 11 AM-1 AM FRI.-SAT. 11 AM-2 AM"
332,0,0,"NA",0,"0",0,"r"
333,0,0,"NA",0,"0",0,"I I I I I I"
334,5,0,"AT",0,"0",2,"r 541-4090"
335,5,0,"AT",0,"0",2,"2 FREE CORES OR TAB"
336,5,0,"AT",0,"0",2,"(with coupon)"
337,5,0,"AT",0,"0",2,"Nsmc_"
338,5,0,"AT",0,"0",2,"Phone."
339,5,0,"AT",0,"0",3,"Stereo, Rodio $ TV"
340,5,0,"AT",0,"0",3,"CAMPUS ™ CAMBIA"
341,5,0,"AT",0,"0",3,"$ONT NiAOOUAmn TééHIgMSèB"
342,5,0,"AT",0,"0",3,"OowoeBwwSonUiaOSlie"" Wnn*S43-30<7"
343,5,0,"AT",0,"0",4,"HAPTY HOUR SITCIAL5 served from 8-10"
344,5,0,"AT",0,"0",4,"GIRLS Pi ITE OUT"
345,5,0,"AT",0,"0",4,"PasMon Mow at 9tOO"
346,5,0,"AT",0,"0",4,"Meet me at ib^ncy's The"
347,5,0,"AT",0,"0",4,"Cntlnfl. Drinking I flr Qatheilng Place"
348,6,0,"PI",0,"0",0,"Mwlsiig Deiy Wt<n>td«y, Jtwwy M, II"
349,6,13,"HL",0,"0",0,"Spikers to host No. 3 UCSB"
350,6,13,"TXT",1,"0",0,"VoOqrbsH rsttnus to ÜM Cal Poty Main Gym Friday"
351,6,13,"TXT",1,"0",0,"night at 7:90, as ths Muataiif omu op«i thsir 196S Sob Luis dabut with rival UC Santa Bailara."
352,6,13,"TXT",2,"0",0,"Ths Gauchos ars currsotly ths third-ranksd tsam in ths nation, bsUnd USC and UClJ^ and havs nsvsr lost a match to ths Cal Ptoty man—ths woman's victocy in Santa Barbara last faO was ths first svsr for a Pbly voUaybafi tsam ovar UCSB."
353,6,13,"TXT",3,"0",0,"“Our playws fail confidant anoogh to bast Santa Barbara."" linstang oosch Oaig Conmiings	""It's"
354,6,13,"TXT",3,"0",0,"not th0 atrongast tsam wa'va had. bot ons of ths strongaot."""
355,6,13,"TXT",4,"0",0,"IIm Mustangs opansd thafar saason two wuoks ago"
356,6,13,"TXT",4,"0",0,"with a win ovar Sacramanto StaU and a first piaos finish in ths Northam CaUfomia CoO^iats VoUayball Townamant. Poly daiaatsd ths Horasto of Sac Stats. 16-2, 16-10 and 16-11. In toomamant pool play ths Mnatmigs downad FVaano SUts, Manlo rsnags. Chico Stats and UC Santa Oua."
357,6,13,"TXT",5,"0",0,"Poly and Sacramento mat again in ths toomamant sami-finals with ths Mustangs coming out the winnar, 16-7, 2-16, 16-11. Cal-Barksiny proved to bs no match for the Poly aix in ths finals, loafaig 16-4 and 16-8."
358,6,13,"TXT",6,"0",0,"Both Sacramanto and Cal ars conaidorsd to be two of Northam CaUfomia's bsttar t^T""t and will most Hi«» be in contention for the state rhamptnnaliip later in the season, Cummings said."
359,6,13,"TXT",7,"0",0,"The Mustangs have five returning startaro back from last ya^4 Westara Collagiats VoOaybaO Con-farencs co-champtonship team, including confarsnca Moat Vahiabls Pkyar Eddis Pattit."
360,6,13,"TXT",8,"0",0,"In thair first ssaaon in ths WCVC. ths Mustangs finishsd hi a thres-way tis for first with Cal Stats Nor-. thridgeand U.S, International University."
361,6,13,"TXT",9,"0",0,"Joining Pettit for another season in the starting line-"
362,6,13,"TXT",9,"0",0,"2are: third-year outside hitter KaUy Palmer, 6-8 mid-blodnr Thn Toon, 1^ fiy^ SooCt ""aiy POot” Tarry at outside hitter, and sopLwiare hitter Russ BM"
363,6,13,"TXT",10,"0",0,"Competing for the remaining starting positions are Marii Booth. Psta Msartans. Dave Ronda, Carl Buaae and Haas Psdarson."
364,6,13,"TXT",11,"0",0,"* Baaidas Santa Barbara the Mustangs will also .bs facing such nationally ranked teams as Stanford, U% and Papperdfaw—aO on the road."
365,6,13,"TXT",12,"0",0,"“I am sspecting to take ths state championship.” Cummings said. But the state title hi^Mfully will not be ths and of the road for the Poly spikars."
366,6,13,"TXT",13,"0",0,"Cummings saplained: ""If we play well against the big teams we omild possibly got a Md to the [NCAA] Wsetam Regional "" A spot in the Weetara Regional would give Cal Poly a chance for its first national championship in voU^ball."
367,0,0,"NA",0,"0",0,"-\"
368,6,0,"SH",0,"0",0,"ASI RECREATION AND TOURNAMENTS COMMIHEE"
369,6,0,"SH",0,"0",0,"pros0nts"
370,6,0,"SH",0,"0",0,"WINTER QUARTER MINI CLASSES"
371,6,0,"OT",0,"0",0,"Doy/Week"
372,6,0,"OT",0,"0",0,"•o("
373,6,0,"OT",0,"0",0,"Ooss •	Classes Start	Time	Place	Cost	weejks	Instructor"
374,6,0,"OT",0,"0",0,"Mossoge^l	Jan 20-Wed.	7:00-9:30 pm	UU219	S20 student $22 nonstudent	7	Faith Uyda"
375,6,0,"OT",0,"0",0,"Massaged	, Jan21—Thurs.	7:00-9:30 pm	UU219	$20 student ^ $22 rwnstudent	7	Faith Uyda"
376,6,0,"OT",0,"0",0,"Massage *3 ^	Jan 22-Ffl.	4:00-6:30 pm	ÜÜ219 t	$20 student ' $22 nonstudent	7	FcrithUyda"
377,6,0,"OT",0,"0",0,"Aerobic Dance	*'Jan18-	6:00-	Mustang	$20stvxJent	7	Diane Grant A"
378,6,0,"OT",0,"0",0,"	Mon.-Thurs.	7:30 pm	Lounge	$22 nonstudent		Christy Ausman"
379,6,0,"OT",0,"0",0,"Beg Sign Longuoge	Jan 19—Tues.	7:30-9:30 pm	SciE-29	$15 student ’ $17 nonstudent	7	NanCy Dautermon"
380,6,0,"OT",0,"0",0,"Aerobic Exercise	Jan 18— Mon.-Fri.	7:00-8:00 am	Crandall Gym	$15 student ' $17 rxxistudent	7	Donna Meyers"
381,6,0,"OT",0,"0",0,"Tap Dance	Jan 18— ^Mon.fcWed. Jon 18— * Mon. 6 Wed.	7:30-8:30 pm	Mustang Lounge	$14 student ” $16 nonstudent	7	UsaDeipy"
382,6,0,"OT",0,"0",0,"Exercise Ckass		3:00-5:00 pm	UU220	$14 student $16 nonstudent	7	Julie Samuels"
383,6,0,"OT",0,"0",0,"Kineseoiogv *1	Jan 18—Mon.	7:00-8:00 pm	SdC-19	$15 student $18 nonstudent	6	DrCoka"
384,6,0,"OT",0,"0",0,"Kineseotogy*2	Jon 20-Wed.	7:00- 8<X)pm	SdC-19	$15 student $18 nonstudent	6	Dr. Coirà"
385,6,0,"OT",0,"0",0,"SIGN4)PS BEGIN JAN 11 - JAN 22 AT THE UNIVERSITY UNION TICKET OFFICE FOR FURTHER INFORMATION CALL 546-2476 OR 544^797"
386,0,0,"NA",0,"0",0,"f"
387,6,0,"OT",0,"0",0,"At Malon«ys Qym & Fitness Center vve recognized the need for a separate aerobics and gym facility Just for women. We have Just doubled the size of our gym and our programs offering classes hourly, ranging from novice to intermediate^ exercise. Calf us for details!"
388,6,0,"OT",0,"0",0,"AEROBICS"
389,6,0,"OT",0,"0",0,"3 MONTH"
390,6,0,"OT",0,"0",0,"*"
391,6,0,"OT",0,"0",0,"Tone up your body to feel good and look great Maloney's exercise specialist, Marcy Maloney, instructs aerobic classes daily."
392,6,0,"OT",0,"0",0,"Marcy uses a variety of exercises to keep classes interesting, stretch, wamvup, set your heart pumping, and cool down with exercises to music, Don't let another day go by; join us at Maloney's."
393,6,0,"OT",0,"0",0,"3546 8. HIguara, Suita 190 San Lula Oblapo, CA 83401 541-518Q"
394,6,0,"SH",0,"0",0,"Sports"
395,6,14,"HL",0,"0",0,"Matmen complete trip with 7 wins"
396,6,14,"TXT",1,"0",0,"Th* Cal Poly wraatUng taam laft for Hampton. Va. laat VTadnoaday with a 8-4 dnatmaat raeord aftar loa-ing to atate rival Cal State Bakarafiald tha pravious night for the firat tima in 20 yuan. But aftar a fivwday tour of tha Eaat which alao included atopa in Cincinnati and Lazingtoii, Hy.. tha Muatanga ratumed to San Luia Obiapo Tuaaday, tha proud baarara of a 10-4 record and a aavoB-maat win atraak."
397,6,14,"TXT",2,"0",0,"Cn Saturday, the Muatanga dafaated pravioualy unbeaten Navy. 20-14. to capture firat pliM» in the Virginia Duala."
398,6,14,"TXT",3,"0",0,"llie Virginia Duala ia a very preatif^oua meat in the Eaat, Poly coach Vaughan Hitchcock aaid. ""We wreetled superbly throu^ut the maet...when one of the guya didn’t wrestle well another would pick up the alack."""
399,6,14,"TXT",4,"0",0,"On thair way to the showdown with the Navy Midshipmen Cal Poly defeated Clemson and CXd Donunion University."
400,6,14,"TXT",5,"0",0,"A1 Outierrec, Mike Barfuss, Chris Cain, Louie Montano. Joe Elinsky and Josh Washington paced Poly to"
401,6,0,"AT",0,"0",2,"- ■ - Aio ycxj poyiR9 kxj much far hoacUs? Coil NOW—"
402,6,0,"AT",0,"0",2,"IMTUMIL COOCIPT"
403,6,0,"AT",0,"0",2,"Precision shoping SO OO Includes wash & blowout."
404,0,0,"NA",0,"0",0,"SOM Mm SbMl"
405,6,0,"AT",0,"0",2,"Smi Ijdi OhtaDO. CA"
406,0,0,"NA",0,"0",0,"nOOT CM9W OTMe"
407,6,0,"AT",0,"0",2,"IW App. MMfM"
408,6,0,"AT",0,"0",2,"Women's Cuts Are Our Speclcritv"
409,0,0,"B",0,"0",0,
410,6,0,"AT",0,"0",3,"ENGINEERS ME, EE PHYSICISTS COMPHTER SCIENTISTS"
411,6,0,"AT",0,"0",3,", BS/MS"
412,6,0,"AT",0,"0",3,"ivnsi CuHMmIibs vvm proMus yn weryWm—"
413,6,0,"AT",0,"0",3,"bat do thaydelvep?”"
414,6,0,"AT",0,"0",3,"Some companies may promise the world."
415,6,0,"AT",0,"0",3,"Aerofet ElectroSystems will rtot"
416,6,0,"AT",0,"0",3,"But we try to deliver what we promise, and we promise you challenging working assign-- merits, and high rewards for	''"
417,6,0,"AT",0,"0",3,"outstanding p^ormance."
418,6,0,"AT",0,"0",3,"You won't be ignored or forgoden when you join us"
419,6,0,"AT",0,"0",3,"A*k the Aerolet representatives. You con meet them at the Career Planning k Pkicemenf Center on campus. The Aeroiet representatives will be interviewing Friday, January 22."
420,6,0,"AT",0,"0",3,"If you are looking for a company that lives up to its promise ... look 40 Aerojet, Azusa."
421,6,0,"AT",0,"0",3,"We offer meny compeny-peid benefits, including dental, medicel,"
422,6,0,"AT",0,"0",3,"•>. prescription drugs, etc., plus an excellent tuition reimbursement program for additional education"
423,6,0,"AT",0,"0",3,"and a savings plan."
424,0,0,"NA",0,"0",0,">"
425,6,0,"AT",0,"0",3,"jtorajet"
426,6,0,"AT",0,"0",3,"ElectroSystems"
427,6,0,"AT",0,"0",3,"P.O. Box 296-OR, Azusa, Calif. 91702"
428,6,0,"AT",0,"0",3,"U.S. Cltiftnthip Rpquirpd ,"
429,6,0,"AT",0,"0",3,"An AffirmatlW Action Employtr"
430,7,0,"PI",0,"0",0,"Mwetang DeMy Wedneedsy, January 20,1162"
431,7,0,"PI",0,"0",0,"6aga7"
432,7,16,"HL",0,"0",0,"Ex-Poly stars fulfilling a dream Poly sinks Midshipmen"
433,7,16,"BL",0,"0",0,"BY8HARYN8EAB8"
434,7,16,"BL",0,"0",0,"VlVff WffMr"
435,7,16,"TXT",1,"0",0,"The dadkatkn doaan’t «id wh«i your laat college laaetm ItriT“"
436,7,16,"TXT",2,"0",0,"“It'a a dream omning true that jroa’ve had aince you were eight yaan <4d playing Little League.” aaid Rob Vavrock, ex-Poly baaeball pitcher who now playa in tha Oakland A’a minor laague."
437,7,16,"TXT",3,"0",0,"Vavrock, a boaineaa majOT. ia one of many ax-Ptdy baarimfl playera who haa been drafted to pro teama and ia finiahing hia achooling between aeaaona."
438,7,16,"TXT",4,"0",0,"“To eee that paycheck eigned by a pro team ia a thrill you juat can’t bdieve,” aaid Mark Beraano, a aodal adencea majw who haa been recruited to pitch for the New York Yankeea."
439,7,16,"TXT",5,"0",0,"After a lifetime of dedication and peraeverance, the dream becomea a reality “when vou realize. ‘Wow. they’re paying me to play baaeball’.” aaid Vavrock."
440,7,16,"TXT",6,"0",0,"While aetting their aighta on major league ball, both men reflect on what college baaeball Ima meant to them."
441,7,16,"TXT",7,"0",0,"“College ball ia a atepping-atone to pro ball.” Beraano aaid. If it weren’t for hia experience at Cal Poly, he adda. he probably wouldn’t be headed for the proa now."
442,7,16,"TXT",8,"0",0,"Cal Poly haa proved a good recruiting reeervoir for pro baaeball and ia “luetty well repreaentad” in the minor leaguaa. according to Vavrock."
443,7,16,"TXT",9,"0",0,"“Collage ball ia like another minor league to the"
444,0,0,"B",0,"0",0,
445,0,0,"B",0,"0",0,
446,0,0,"B",0,"0",0,
447,7,0,"AT",0,"0",2,"TERIYAKI HA WAHAN"
448,7,0,"AT",0,"0",2,"Half pound of ground rirloin broilad to . your command and croumtd with Hawaiian Tariyaki $auct and grillad pineapple"
449,7,0,"AT",0,"0",2,"Than Pick Your Price According to Your Appetite!"
450,7,0,"AT",0,"0",2,"ECONOMY"
451,7,0,"AT",0,"0",2,"PACKAGE"
452,7,0,"AT",0,"0",2,"e"
453,7,0,"AT",0,"0",2,"^up or Salad Bak^ Potato Hot Garlic Bread The Entree"
454,7,0,"AT",0,"0",2,"$2.99"
455,7,0,"AT",0,"0",2,"FULL"
456,7,0,"AT",0,"0",2,"COURSE MEAL I"
457,7,0,"AT",0,"0",2,"Soup du )our Criq> Green Sals Baked Potato Hot Garlic Bread The Entree"
458,7,0,"AT",0,"0",2,"A Special Deseert Coconut Creme Pie"
459,7,0,"AT",0,"0",2,"C uK\M<CiFMÜRKO & MARSH"
460,7,0,"AT",0,"0",2,"AC ROSS 1 R( )M im; I’osT omo:"
461,7,16,"TXT",9,"0",0,"acouta.” Beraano aaid. adding that if the baaeball program at Cal Ptdy were cut it would have tha aame impact on the playera aa dropping a major would have on other atudanta."
462,7,16,"TXT",10,"0",0,"Vavrock agreed. “A lot of good athletea would be abot down if baadbaU wax cut. ”"
463,7,16,"TXT",11,"0",0,"Beraano. Vavrock and other ex-Poly playera who are finjahing achool and awaiting a{wing training with pro teama have formed their own team, the Central Coaat AU-Stara."
464,7,16,"TXT",12,"0",0,"'”nM reaaon for the team ia to keep in ahape and keep ua in contact with a game aituation.” aaid Beraano."
465,7,16,"TXT",13,"0",0,"The Central Coaat All-Stara are in their aecond aeaaon and are compriaed almoat excluaively of ex-Periy playera who have turned pro. The lineup alao boaata two namea that have already made it to the major league ranka; Ruaty Kuntz of the Chicago White Sox ai^ Jim Wohlfard. of the San Frandaco Gianta. Kuntz and Wohlfard both live in thia area in the off-aeaaon."
466,7,16,"TXT",14,"0",0,"Among thoae who teat their ability againat the |wo-feeakmal caliber team are baaeball teama from Cal Poly. Cueata College, and Hancock Cemununity Ctrilege in Santa Maria."
467,7,16,"TXT",15,"0",0,"' “The gamea are for our benefit, but alao for the other team’a benefit.” Beraano aaid."
468,7,0,"AT",0,"0",4,"CAREERS R4 ENERGY..."
469,7,0,"AT",0,"0",4,"If you art looking for an netting and chalWnging earner in the field of energy. Ü« California Energy Commiteion i* now accepting applicaUona for poetittone at Energy Analyits."
470,7,0,"AT",0,"0",4,"Pnaiein». offer reeponeibilily, challenge, competitive lalarica (Sl327-S2073/inonth) and comprehenaive benefit». All poaition» cx-iat in Sacramento."
471,7,0,"AT",0,"0",4,"Opportunitie* cxiat for thoae individiial* with degree* in ecology, environmental étudié», energy economics, statistic», operation rceaarch. planning, land use, engineering, gsology, a physical or biological science or a closely related mergy field. (If you are mieSriiii as a senior you will be eligible to take the examination, but must graduate before you can be hired.) (If you have any prior work experience performing technical energy-reU ted dutiee you may »«ibstitute one year of the required education.)"
472,7,0,"AT",0,"0",4,"The examination will cottsisi of a written test (pass/fall) and a oral interview."
473,7,0,"AT",0,"0",4,"To apply, complete a California State applicalion (Form 67Z) postmarked no later than February 4,19g2 and send it to:"
474,7,0,"AT",0,"0",4,"California Energy Commiseion nil Howe Avenue, MS SIA Sacramento. CA 95$25 Attn: Personnel (916) 9204436"
475,7,0,"AT",0,"0",4,"Reoraltet* will be on campus February 1, 19U at Cal Poly Career Day, located In Chumash Auditorium."
476,0,0,"NA",0,"0",0,"1"
477,7,0,"AT",0,"0",5,"A Wukilus (tulunng"
478,7,0,"AT",0,"0",5,"PersoatJ Growth InterperaoasJ"
479,7,0,"AT",0,"0",5,"ConMnunication •ad _ Self Awereaeas"
480,7,0,"AT",0,"0",5,"January ax-24"
481,7,0,"AT",0,"0",5,"Rawcho El Chorio Coal tSSO studeata"
482,7,0,"AT",0,"0",5,"More iSSc’ai SAM SPOOEN S46-2476"
483,7,0,"AT",0,"0",5,"Sg6«66r6d kf Hm CMRggliiif Csmti iRd tht AIL H.1L&. CtamtUit"
484,0,0,"NA",0,"0",0,"EX"
485,0,0,"B",0,"0",0,
486,7,15,"ME",0,"-6",0,"Frompagug"
487,7,15,"TXT",6,"0",0,"victory in tha finale, each outpointing thair opponanta. Saan Shaa at 126 pounda. Pat O’Dobndl at 150 pounda. Howard Lawaon at 167 pounda and Dale Amblar at 177 pounda ware tha only Muatanga to go down to dafaat againat Navy."
488,7,15,"TXT",7,"0",0,"Hia Muatanga flaw into Ctndnnati on Sunday for three meata with tha Univeraity of Qndnnati. Univar-aity of Tannaaaaa and the Univarxity of Tannaaaeer Chattanooga. Cal Poly had a ralativaly aaay time of it. defeating Cincinnati 46-0. Tenneaaee 22-13 and Tennaaeaa Chattanooga 26-17."
489,7,15,"TXT",8,"0",0,"Poly’a winning waya. continued on Monday in Lexington with a 25-12 whipping of a highly-regarded Univeraity of Kentucky team."
490,7,15,"TXT",9,"0",0,"Cal Poly travela to San Joae State on Friday and will host the Univeraity of Nevada-Laa Vegae on Saturday at 7:30 p.m.. in the Main Gym."
491,7,0,"SH",0,"0",0,"Classifíed"
492,7,0,"OT",0,"0",0,"SaMlw«l. toeully a staff dally ralee are tl.78 toe a S Hne mliilmum and .50e (or aaeh ad-dWonal iiw. Waakiy ratea ara ladlO tor Itw 3 Hiw lalnliiHiin and $1.78 tor aaeli iddUloiial Una. 6iialnaaafoff oaiapua ralea ara aiao avallaMa."
493,7,0,"OT",0,"0",0,"Payaeia by oliacli oniy le Mealam OaHy. QRC IWe. Mía 228."
494,7,0,"OT",0,"0",0,"KANm-nUNKt gonna dio aniaaa yaii pay torlMa ad. atoro Itar^TMt AWT1-PMAI4K8I (1-20»"
495,7,0,"OT",0,"0",0,"Sapead aromen’s Mcyele. MIM eendWen. 28” «rtieala. WO Call Alan 888-231leiroa. d-20»"
496,7,0,"OT",0,"0",0,"PRE-VET Studanta naeded; hard workirtg atudent wIMIrig to Mva In vet clinic. Janitorial and amergency work. Greet ax-periencel Call aHar 8:00 pm 777-7800 or apply at Coaat Vat Clinic 1000 (kilntaiMi Rd. Mono Bay	(1-20)"
